,,,,,,,,,,,,,,,,,,,,
,Message,Signal,Event trans.,MSB,LSB,Size [bit],[s]igned or [u]nsigned,Resolution,Offset,Range [MIN],Range [MAX],Startup / Default,Unit,Accuracy,Signal Age [ms],Values Table,Property,Value,Note,List of revisions
,STATUS_NAG,DriverCoolingLevel,Yes,21,20,2,u,1,0,0,3,–,–,–,–,Yes,OFF,0,,
,STATUS_NAG,DriverCoolingLevel,Yes,21,20,2,u,1,0,0,3,–,–,–,–,Yes,Level 1,1,,
,STATUS_NAG,DriverCoolingLevel,Yes,21,20,2,u,1,0,0,3,–,–,–,–,Yes,Level 2,2,,
,STATUS_NAG,DriverCoolingLevel,Yes,21,20,2,u,1,0,0,3,–,–,–,–,Yes,Level 3,3,,
,STATUS_NAG,DriverBeltCarrierFailSts,Yes,19,19,1,u,1,0,0,1,0,–,–,–,Yes,Fail Not Present,0,,
,STATUS_NAG,DriverBeltCarrierFailSts,Yes,19,19,1,u,1,0,0,1,0,–,–,–,Yes,Fail Present,1,,
,STATUS_NAG,SBRDriverBuckleSwitchSts,Yes,18,18,1,u,1,0,0,1,0,–,–,–,Yes,Fastened,0,,
,STATUS_NAG,SBRDriverBuckleSwitchSts,Yes,18,18,1,u,1,0,0,1,0,–,–,–,Yes,Unfastened,1,,
,STATUS_NAG,Not used,No,17,8,10,–,–,–,–,–,–,–,–,–,No,–,–,,
,STATUS_NAG,DriverComfortCntrl,Yes,7,7,1,u,1,0,0,1,0,–,–,–,Yes,OFF,0,,
,STATUS_NAG,DriverComfortCntrl,Yes,7,7,1,u,1,0,0,1,0,–,–,–,Yes,ON,1,,
,STATUS_NAG,SeatMemoBuzzerReqCntrl,Yes,6,6,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,,
,STATUS_NAG,SeatMemoBuzzerReqCntrl,Yes,6,6,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NAG,MirrorMovementReqCntrl,Yes,5,5,1,u,1,0,0,1,0,–,–,–,Yes,Movement Not requested,0,,
,STATUS_NAG,MirrorMovementReqCntrl,Yes,5,5,1,u,1,0,0,1,0,–,–,–,Yes,Movement Request,1,,
,STATUS_NAG,PowerModeSts,No,4,3,2,u,1,0,0,3,–,–,–,–,Yes,Standard Power,0,,
,STATUS_NAG,PowerModeSts,No,4,3,2,u,1,0,0,3,–,–,–,–,Yes,Logistic Mode ON,1,,
,STATUS_NAG,PowerModeSts,No,4,3,2,u,1,0,0,3,–,–,–,–,Yes,Not used,2 ÷ 3,,
,STATUS_NAG,Not used,No,2,0,3,–,–,–,–,–,–,–,–,–,No,–,–,,
,STATUS_NAP,PsngrComfortCntrl,Yes,63,63,1,u,1,0,0,1,0,–,–,–,Yes,OFF,0,,
,STATUS_NAP,PsngrComfortCntrl,Yes,63,63,1,u,1,0,0,1,0,–,–,–,Yes,ON,1,,
,STATUS_NAP,PsngrSeatHeatedSts,No,62,62,1,u,1,0,0,1,0,–,–,–,Yes,OFF,0,,
,STATUS_NAP,PsngrSeatHeatedSts,No,62,62,1,u,1,0,0,1,0,–,–,–,Yes,ON,1,,
,STATUS_NAP,SeatMemoBuzzerReqCntrl,Yes,61,61,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,Not included in Norma FIAT 07325,
,STATUS_NAP,SeatMemoBuzzerReqCntrl,Yes,61,61,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NAP,Seat&SteeringColumnMoveSts,Yes,60,60,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,Not included in Norma FIAT 07325,
,STATUS_NAP,Seat&SteeringColumnMoveSts,Yes,60,60,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NAP,PowerModeSts,No,59,58,2,u,1,0,0,3,–,–,–,–,Yes,Standard Power,0,,
,STATUS_NAP,PowerModeSts,No,59,58,2,u,1,0,0,3,–,–,–,–,Yes,Logistic Mode ON,1,,
,STATUS_NAP,PowerModeSts,No,59,58,2,u,1,0,0,3,–,–,–,–,Yes,Not used,2 ÷ 3,,
,STATUS_NAP,PsngrHeatedLevel,Yes,57,56,2,u,1,0,0,3,0,–,–,–,Yes,OFF,0,,
,STATUS_NAP,PsngrHeatedLevel,Yes,57,56,2,u,1,0,0,3,0,–,–,–,Yes,Level 1,1,,
,STATUS_NAP,PsngrHeatedLevel,Yes,57,56,2,u,1,0,0,3,0,–,–,–,Yes,Level 2,2,,
,STATUS_NAP,PsngrHeatedLevel,Yes,57,56,2,u,1,0,0,3,0,–,–,–,Yes,Level 3,3,,
,STATUS_NAP,PsngrCoolingLevel,Yes,55,54,2,u,1,0,0,3,0,–,–,–,Yes,OFF,0,,
,STATUS_NAP,PsngrCoolingLevel,Yes,55,54,2,u,1,0,0,3,0,–,–,–,Yes,Level 1,1,,
,STATUS_NAP,PsngrCoolingLevel,Yes,55,54,2,u,1,0,0,3,0,–,–,–,Yes,Level 2,2,,
,STATUS_NAP,PsngrCoolingLevel,Yes,55,54,2,u,1,0,0,3,0,–,–,–,Yes,Level 3,3,,
,STATUS_NAP,PsngrBeltCarrierFailSts,Yes,53,53,1,u,1,0,0,1,0,–,–,–,Yes,Fail Not Present,0,,
,STATUS_NAP,PsngrBeltCarrierFailSts,Yes,53,53,1,u,1,0,0,1,0,–,–,–,Yes,Fail Present,1,,
,STATUS_NAP,SBRPsngrBuckleSwitchSts,Yes,52,52,1,u,1,0,0,1,0,–,–,–,Yes,Fastened,0,,
,STATUS_NAP,SBRPsngrBuckleSwitchSts,Yes,52,52,1,u,1,0,0,1,0,–,–,–,Yes,Unfastened,1,,
,STATUS_NAP,SBRPsngrPresentSts,Yes,51,51,1,u,1,0,0,1,0,–,–,–,Yes,Absent,0,,
,STATUS_NAP,SBRPsngrPresentSts,Yes,51,51,1,u,1,0,0,1,0,–,–,–,Yes,Present,1,,
,STATUS_NAP,Not used,No,50,32,19,–,–,–,–,–,–,–,–,–,No,–,–,,
,STATUS_NSP,NSPControlSts,Yes,63,62,2,u,1,0,0,3,0,–,–,–,Yes,System Active - Rear AND Front,0,,
,STATUS_NSP,NSPControlSts,Yes,63,62,2,u,1,0,0,3,0,–,–,–,Yes,Only Front sensors are active,1,,
,STATUS_NSP,NSPControlSts,Yes,63,62,2,u,1,0,0,3,0,–,–,–,Yes,Only Rear sensors are active,2,,
,STATUS_NSP,NSPControlSts,Yes,63,62,2,u,1,0,0,3,0,–,–,–,Yes,System Not active,3,,
,STATUS_NSP,NSPFailSts,Yes,61,60,2,u,1,0,0,3,0,–,–,–,Yes,No Fail,0,,
,STATUS_NSP,NSPFailSts,Yes,61,60,2,u,1,0,0,3,0,–,–,–,Yes,Front Failure,1,,
,STATUS_NSP,NSPFailSts,Yes,61,60,2,u,1,0,0,3,0,–,–,–,Yes,Rear Failure,2,,
,STATUS_NSP,NSPFailSts,Yes,61,60,2,u,1,0,0,3,0,–,–,–,Yes,System failure,3,,
,STATUS_NSP,LHFNSPBuzzerReqSts,Yes,59,59,1,u,1,0,0,1,0,–,–,–,Yes,Not Active,0,,
,STATUS_NSP,LHFNSPBuzzerReqSts,Yes,59,59,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NSP,RHFNSPBuzzerReqSts,Yes,58,58,1,u,1,0,0,1,0,–,–,–,Yes,Not Active,0,,
,STATUS_NSP,RHFNSPBuzzerReqSts,Yes,58,58,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NSP,LHRNSPBuzzerReqSts,Yes,57,57,1,u,1,0,0,1,0,–,–,–,Yes,Not Active,0,,
,STATUS_NSP,LHRNSPBuzzerReqSts,Yes,57,57,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NSP,RHRNSPBuzzerReqSts,Yes,56,56,1,u,1,0,0,1,0,–,–,–,Yes,Not Active,0,,
,STATUS_NSP,RHRNSPBuzzerReqSts,Yes,56,56,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NSP,LHFFrequencySts,Yes,55,54,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Frequency 600 Hz,0,,
,STATUS_NSP,LHFFrequencySts,Yes,55,54,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Frequency 800 Hz,1,,
,STATUS_NSP,LHFFrequencySts,Yes,55,54,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Frequency 1000 Hz,2,,
,STATUS_NSP,LHFFrequencySts,Yes,55,54,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Frequency 1200 Hz,3,,
,STATUS_NSP,LHFVolumeSts,Yes,53,52,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Volume 50%,0,,
,STATUS_NSP,LHFVolumeSts,Yes,53,52,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Volume 70%,1,,
,STATUS_NSP,LHFVolumeSts,Yes,53,52,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Volume 85%,2,,
,STATUS_NSP,LHFVolumeSts,Yes,53,52,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Volume 100%,3,,
,STATUS_NSP,LHFPulsePeriodTimeSts,Yes,51,48,4,u,25,0,0,375,–,ms,2ms,10,No,–,–,,
,STATUS_NSP,RHFFrequencySts,Yes,47,46,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Frequency 600 Hz,0,,
,STATUS_NSP,RHFFrequencySts,Yes,47,46,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Frequency 800 Hz,1,,
,STATUS_NSP,RHFFrequencySts,Yes,47,46,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Frequency 1000 Hz,2,,
,STATUS_NSP,RHFFrequencySts,Yes,47,46,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Frequency 1200 Hz,3,,
,STATUS_NSP,RHFVolumeSts,Yes,45,44,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Volume 50%,0,,
,STATUS_NSP,RHFVolumeSts,Yes,45,44,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Volume 70%,1,,
,STATUS_NSP,RHFVolumeSts,Yes,45,44,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Volume 85%,2,,
,STATUS_NSP,RHFVolumeSts,Yes,45,44,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Volume 100%,3,,
,STATUS_NSP,RHFPulsePeriodTimeSts,Yes,43,40,4,u,25,0,0,375,–,ms,2ms,10,No,–,–,,
,STATUS_NSP,LHRFrequencySts,Yes,39,38,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Frequency 600 Hz,0,,
,STATUS_NSP,LHRFrequencySts,Yes,39,38,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Frequency 800 Hz,1,,
,STATUS_NSP,LHRFrequencySts,Yes,39,38,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Frequency 1000 Hz,2,,
,STATUS_NSP,LHRFrequencySts,Yes,39,38,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Frequency 1200 Hz,3,,
,STATUS_NSP,LHRVolumeSts,Yes,37,36,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Volume 50%,0,,
,STATUS_NSP,LHRVolumeSts,Yes,37,36,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Volume 70%,1,,
,STATUS_NSP,LHRVolumeSts,Yes,37,36,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Volume 85%,2,,
,STATUS_NSP,LHRVolumeSts,Yes,37,36,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Volume 100%,3,,
,STATUS_NSP,LHRPulsePeriodTimeSts,Yes,35,32,4,u,25,0,0,375,–,ms,2ms,10,No,–,–,,
,STATUS_NSP,RHRFrequencySts,Yes,31,30,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Frequency 600 Hz,0,,
,STATUS_NSP,RHRFrequencySts,Yes,31,30,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Frequency 800 Hz,1,,
,STATUS_NSP,RHRFrequencySts,Yes,31,30,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Frequency 1000 Hz,2,,
,STATUS_NSP,RHRFrequencySts,Yes,31,30,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Frequency 1200 Hz,3,,
,STATUS_NSP,RHRVolumeSts,Yes,29,28,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Volume 50%,0,,
,STATUS_NSP,RHRVolumeSts,Yes,29,28,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Volume 70%,1,,
,STATUS_NSP,RHRVolumeSts,Yes,29,28,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Volume 85%,2,,
,STATUS_NSP,RHRVolumeSts,Yes,29,28,2,u,1,0,0,3,Value defined by test,–,–,–,Yes,Volume 100%,3,,
,STATUS_NSP,RHRPulsePeriodTimeSts,Yes,27,24,4,u,25,0,0,375,–,ms,2ms,10,No,–,–,,
,STATUS_NSP,LHFSector,Yes,23,22,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 1 OFF, Sector 2 OFF, Sector 3 OFF",0,,
,STATUS_NSP,LHFSector,Yes,23,22,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 1 OFF, Sector 2 OFF, Sector 3 ON",1,,
,STATUS_NSP,LHFSector,Yes,23,22,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 1 OFF, Sector 2 ON, Sector 3 ON",2,,
,STATUS_NSP,LHFSector,Yes,23,22,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 1 ON, Sector 2 ON, Sector 3 ON",3,,
,STATUS_NSP,CFSector,Yes,21,20,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 4 OFF, Sector 5 OFF, Sector 6 OFF",0,,
,STATUS_NSP,CFSector,Yes,21,20,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 4 OFF, Sector 5 OFF, Sector 6 ON",1,,
,STATUS_NSP,CFSector,Yes,21,20,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 4 OFF, Sector 5 ON, Sector 6 ON",2,,
,STATUS_NSP,CFSector,Yes,21,20,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 4 ON, Sector 5 ON, Sector 6 ON",3,,
,STATUS_NSP,RHFSector,Yes,19,18,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 7 OFF, Sector 8 OFF, Sector 9 OFF",0,,
,STATUS_NSP,RHFSector,Yes,19,18,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 7 OFF, Sector 8 OFF, Sector 9 ON",1,,
,STATUS_NSP,RHFSector,Yes,19,18,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 7 OFF, Sector 8 ON, Sector 9 ON",2,,
,STATUS_NSP,RHFSector,Yes,19,18,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 7 ON, Sector 8 ON, Sector 9 ON",3,,
,STATUS_NSP,LHRSector,Yes,17,16,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 16 OFF, Sector 17 OFF, Sector 18 OFF",0,,
,STATUS_NSP,LHRSector,Yes,17,16,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 16 OFF, Sector 17 OFF, Sector 18 ON",1,,
,STATUS_NSP,LHRSector,Yes,17,16,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 16 OFF, Sector 17 ON, Sector 18 ON",2,,
,STATUS_NSP,LHRSector,Yes,17,16,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 16 ON, Sector 17 ON, Sector 18 ON",3,,
,STATUS_NSP,CRSector,Yes,15,14,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 13 OFF, Sector 14 OFF, Sector 15 OFF",0,,
,STATUS_NSP,CRSector,Yes,15,14,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 13 OFF, Sector 14 OFF, Sector 15 ON",1,,
,STATUS_NSP,CRSector,Yes,15,14,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 13 OFF, Sector 14 ON, Sector 15 ON",2,,
,STATUS_NSP,CRSector,Yes,15,14,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 13 ON, Sector 14 ON, Sector 15 ON",3,,
,STATUS_NSP,RHRSector,Yes,13,12,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 10 OFF, Sector 11 OFF, Sector 12 OFF",0,,
,STATUS_NSP,RHRSector,Yes,13,12,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 10 OFF, Sector 11 OFF, Sector 12 ON",1,,
,STATUS_NSP,RHRSector,Yes,13,12,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 10 OFF, Sector 11 ON, Sector 12 ON",2,,
,STATUS_NSP,RHRSector,Yes,13,12,2,u,1,0,0,3,–,–,–,–,Yes,"Sector 10 ON, Sector 11 ON, Sector 12 ON",3,,
,STATUS_NSP,CapoteMovement,Yes,11,10,2,u,1,0,0,3,0,–,–,–,Yes,Disabled,0,,
,STATUS_NSP,CapoteMovement,Yes,11,10,2,u,1,0,0,3,0,–,–,–,Yes,Enabled,1,,
,STATUS_NSP,CapoteMovement,Yes,11,10,2,u,1,0,0,3,0,–,–,–,Yes,Checking,2,,
,STATUS_NSP,CapoteMovement,Yes,11,10,2,u,1,0,0,3,0,–,–,–,Yes,Not used,3,,
,STATUS_NSP,Not used,No,9,0,10,–,–,–,–,–,–,–,–,–,No,–,–,,
,STATUS_NTP,IDtyre_temperature,No,63,62,2,u,1,0,0,3,0,–,–,–,Yes,LF,0,,
,STATUS_NTP,IDtyre_temperature,No,63,62,2,u,1,0,0,3,0,–,–,–,Yes,RF,1,,
,STATUS_NTP,IDtyre_temperature,No,63,62,2,u,1,0,0,3,0,–,–,–,Yes,LR,2,,
,STATUS_NTP,IDtyre_temperature,No,63,62,2,u,1,0,0,3,0,–,–,–,Yes,RR,3,,
,STATUS_NTP,Not used,No,61,61,1,–,–,–,–,–,–,–,–,–,No,–,–,,
,STATUS_NTP,NTPCalibrationReqACK,Yes,60,60,1,u,1,0,0,1,0,–,–,–,Yes,No calibration request,0,TPMS_STAT_CALACK,
,STATUS_NTP,NTPCalibrationReqACK,Yes,60,60,1,u,1,0,0,1,0,–,–,–,Yes,Calibration Request Acknowledged,1,,
,STATUS_NTP,NTPTempNotActiveSts,Yes,59,59,1,u,1,0,0,1,0,–,–,–,Yes,Active,0,TPMS_STAT_TEMPNOTACT,
,STATUS_NTP,NTPTempNotActiveSts,Yes,59,59,1,u,1,0,0,1,0,–,–,–,Yes,TemporarilyNotActive,1,,
,STATUS_NTP,TyrePressureSysCalibrationSts,Yes,58,58,1,u,1,0,0,1,0,–,–,–,Yes,SystemCalibrated,0,TPMS_STAT_NOTCAL,
,STATUS_NTP,TyrePressureSysCalibrationSts,Yes,58,58,1,u,1,0,0,1,0,–,–,–,Yes,SystemNotCalibrated,1,,
,STATUS_NTP,TyrePressureSystemFailSts,Yes,57,57,1,u,1,0,0,1,0,–,–,–,Yes,Fail Not Present,0,TPMS_STAT_SERVICE,
,STATUS_NTP,TyrePressureSystemFailSts,Yes,57,57,1,u,1,0,0,1,0,–,–,–,Yes,Fail Present,1,,
,STATUS_NTP,TyrePressureSystemSts,Yes,56,56,1,u,1,0,0,1,0,–,–,–,Yes,On,0,TPMS_STAT_OFF,
,STATUS_NTP,TyrePressureSystemSts,Yes,56,56,1,u,1,0,0,1,0,–,–,–,Yes,Disabled,1,,
,STATUS_NTP,TemperatureSts_xx,No,55,48,8,u,1,-40,-39,125,-40,°C,Tbd,54000,Yes,ValueNotAvailable,214,,
,STATUS_NTP,TemperatureSts_xx,No,55,48,8,u,1,-40,-39,125,-40,°C,Tbd,54000,Yes,FaultValue,215,,
,STATUS_NTP,TPMSTelltaleSts,Yes,47,46,2,u,1,0,0,3,0,–,–,–,Yes,OFF,0,,
,STATUS_NTP,TPMSTelltaleSts,Yes,47,46,2,u,1,0,0,3,0,–,–,–,Yes,Blink - Malfunctioning,1,,
,STATUS_NTP,TPMSTelltaleSts,Yes,47,46,2,u,1,0,0,3,0,–,–,–,Yes,ON - Puncture/Malfunctioning,2,,
,STATUS_NTP,TPMSTelltaleSts,Yes,47,46,2,u,1,0,0,3,0,–,–,–,Yes,Not used,3,,
,STATUS_NTP,Not used,No,45,42,4,–,–,–,–,–,–,–,–,–,No,–,–,,
,STATUS_NTP,UnknownTyrePressureSts,No,41,40,2,u,1,0,0,3,0,–,–,–,Yes,Fail Not Present,0,,
,STATUS_NTP,UnknownTyrePressureSts,No,41,40,2,u,1,0,0,3,0,–,–,–,Yes,Low Pressure - Soft warning,1,,
,STATUS_NTP,UnknownTyrePressureSts,No,41,40,2,u,1,0,0,3,0,–,–,–,Yes,Flat Tyre - Hard warning,2,,
,STATUS_NTP,UnknownTyrePressureSts,No,41,40,2,u,1,0,0,3,0,–,–,–,Yes,High Temperature,3,,
,STATUS_NTP,LHFTyrePressureSts,No,39,38,2,u,1,0,0,3,0,–,–,–,Yes,Fail Not Present,0,,
,STATUS_NTP,LHFTyrePressureSts,No,39,38,2,u,1,0,0,3,0,–,–,–,Yes,Low Pressure - Soft warning,1,,
,STATUS_NTP,LHFTyrePressureSts,No,39,38,2,u,1,0,0,3,0,–,–,–,Yes,Flat Tyre - Hard warning,2,,
,STATUS_NTP,LHFTyrePressureSts,No,39,38,2,u,1,0,0,3,0,–,–,–,Yes,High Temperature,3,,
,STATUS_NTP,RHFTyrePressureSts,No,37,36,2,u,1,0,0,3,0,–,–,–,Yes,Fail Not Present,0,,
,STATUS_NTP,RHFTyrePressureSts,No,37,36,2,u,1,0,0,3,0,–,–,–,Yes,Low Pressure - Soft warning,1,,
,STATUS_NTP,RHFTyrePressureSts,No,37,36,2,u,1,0,0,3,0,–,–,–,Yes,Flat Tyre - Hard warning,2,,
,STATUS_NTP,RHFTyrePressureSts,No,37,36,2,u,1,0,0,3,0,–,–,–,Yes,High Temperature,3,,
,STATUS_NTP,LHRTyrePressureSts,No,35,34,2,u,1,0,0,3,0,–,–,–,Yes,Fail Not Present,0,,
,STATUS_NTP,LHRTyrePressureSts,No,35,34,2,u,1,0,0,3,0,–,–,–,Yes,Low Pressure - Soft warning,1,,
,STATUS_NTP,LHRTyrePressureSts,No,35,34,2,u,1,0,0,3,0,–,–,–,Yes,Flat Tyre - Hard warning,2,,
,STATUS_NTP,LHRTyrePressureSts,No,35,34,2,u,1,0,0,3,0,–,–,–,Yes,High Temperature,3,,
,STATUS_NTP,RHRTyrePressureSts,No,33,32,2,u,1,0,0,3,0,–,–,–,Yes,Fail Not Present,0,,
,STATUS_NTP,RHRTyrePressureSts,No,33,32,2,u,1,0,0,3,0,–,–,–,Yes,Low Pressure - Soft warning,1,,
,STATUS_NTP,RHRTyrePressureSts,No,33,32,2,u,1,0,0,3,0,–,–,–,Yes,Flat Tyre - Hard warning,2,,
,STATUS_NTP,RHRTyrePressureSts,No,33,32,2,u,1,0,0,3,0,–,–,–,Yes,High Temperature,3,,
,STATUS_NTP,LHFPressureSts,No,31,24,8,u,"0,025",0,0,"5,375",0,bar,"0,075 bar",800 ÷ 54000,Yes,ValueNotAvailable,"6,35",,
,STATUS_NTP,LHFPressureSts,No,31,24,8,u,"0,025",0,0,"5,375",0,bar,"0,075 bar",800 ÷ 54000,Yes,FaultValue,"6,375",,
,STATUS_NTP,RHFPressureSts,No,23,16,8,u,"0,025",0,0,"5,375",0,bar,"0,075 bar",800 ÷ 54000,Yes,ValueNotAvailable,"6,35",,
,STATUS_NTP,RHFPressureSts,No,23,16,8,u,"0,025",0,0,"5,375",0,bar,"0,075 bar",800 ÷ 54000,Yes,FaultValue,"6,375",,
,STATUS_NTP,LHRPressureSts,No,15,8,8,u,"0,025",0,0,"5,375",0,bar,"0,075 bar",800 ÷ 54000,Yes,ValueNotAvailable,"6,35",,
,STATUS_NTP,LHRPressureSts,No,15,8,8,u,"0,025",0,0,"5,375",0,bar,"0,075 bar",800 ÷ 54000,Yes,FaultValue,"6,375",,
,STATUS_NTP,RHRPressureSts,No,7,0,8,u,"0,025",0,0,"5,375",0,bar,"0,075 bar",800 ÷ 54000,Yes,ValueNotAvailable,"6,35",,
,STATUS_NTP,RHRPressureSts,No,7,0,8,u,"0,025",0,0,"5,375",0,bar,"0,075 bar",800 ÷ 54000,Yes,FaultValue,"6,375",,
,STATUS_IBS,TemperatureBatteryFailSts,No,63,63,1,u,1,0,0,1,0,–,–,–,Yes,False,0,Fail Status of BatteryTemperaturLevel Signal,
,STATUS_IBS,TemperatureBatteryFailSts,No,63,63,1,u,1,0,0,1,0,–,–,–,Yes,True,1,,
,STATUS_IBS,VoltageBatteryFailSts,No,62,62,1,u,1,0,0,1,0,–,–,–,Yes,False,0,Fail Status of VoltageLevelBattery signal,5
,STATUS_IBS,VoltageBatteryFailSts,No,62,62,1,u,1,0,0,1,0,–,–,–,Yes,True,1,,5
,STATUS_IBS,SOFSts,No,61,56,6,u,"0,09375",6,6,"11,90625","11,90625",V,TBD,–,No,–,–,This Signal indicates the battery function status (see F506 for more information). On Lin it is indicated as BatteryStateofFunction.,
,STATUS_IBS,CurrentFailSts,No,55,55,1,u,1,0,0,1,0,–,–,–,Yes,NoDCTPresent in ECU,0,IBS Actual Fail Status,
,STATUS_IBS,CurrentFailSts,No,55,55,1,u,1,0,0,1,0,–,–,–,Yes,AtLeastOneDCTispresentECU,1,,
,STATUS_IBS,BatteryVoltageLevel,No,54,48,7,u,"0,15",0,0,"19,05",12,V,"± 0,2%",–,No,–,–,This Signal indicates the battery voltage leve measured from IBS (see F506 for more information,
,STATUS_IBS,CurrentBatteryFailSts,No,47,47,1,u,1,0,0,1,0,–,–,–,Yes,False,0,Fail Status of BatteryCurrrentLevel signal,
,STATUS_IBS,CurrentBatteryFailSts,No,47,47,1,u,1,0,0,1,0,–,–,–,Yes,True,1,,
,STATUS_IBS,SOHSts,No,46,40,7,u,1,0,0,100,100,%,TBD,–,No,–,–,This Signal indicates the battery Health status (see F506 for more information) On Lin it is indicated as BatteryStateofHealth,
,STATUS_IBS,Recalibration,No,39,39,1,u,1,0,0,1,0,–,–,–,Yes,False,0,Indicates whetever the values in the IBS Information frame are accurate,
,STATUS_IBS,Recalibration,No,39,39,1,u,1,0,0,1,0,–,–,–,Yes,True,1,,
,STATUS_IBS,SOCSts,No,38,32,7,u,1,0,0,100,100,%,TBD,–,Yes,No information available,127,This Signal indicates the battery charge status (see F506 for more information) . On Lin it is indicated as BatteryChargeSts,
,STATUS_IBS,ResponseError,No,31,31,1,u,1,0,0,1,0,–,–,–,Yes,False - Node operating properly,0,LIN 2.0 specific Status bit,
,STATUS_IBS,ResponseError,No,31,31,1,u,1,0,0,1,0,–,–,–,Yes,True,1,,
,STATUS_IBS,BatteryTemperatureLevel,No,30,24,7,u,1,-25,-25,102,25,°C,± 4°C,1000,No,–,–,,
,STATUS_IBS,BatteryCurrentLevelLSB,No,23,16,8,u,1,0,0,255,0,mA,± 1%,1000,No,–,–,"The battery current can be calculated in the following way: 
I(bat) = (BatteryCurrentLevelLSB + BatteryCurrentLevelMID * 2^8 + BatteryCurrentLevelMSB * 2^16 – 2^21) / 1000 [A]",
,STATUS_IBS,BatteryCurrentLevelMid,No,15,8,8,u,256,0,0,65280,0,mA,± 1%,1000,No,–,–,"The battery current can be calculated in the following way: 
I(bat) = (BatteryCurrentLevelLSB + BatteryCurrentLevelMID * 2^8 + BatteryCurrentLevelMSB * 2^16 – 2^21) / 1000 [A]",
,STATUS_IBS,BatteryCurrentLevelMSB,No,7,0,8,u,65536,-2097152,0,14614528,-2097152,mA,± 1%,1000,No,–,–,"The battery current can be calculated in the following way: 
I(bat) = (BatteryCurrentLevelLSB + BatteryCurrentLevelMID * 2^8 + BatteryCurrentLevelMSB * 2^16 – 2^21) / 1000 [A]",
